Sale_ID,Date,Product_ID,Customer_ID,Region,Salesperson_ID,Quantity,Unit_Price,Discount
SAL01099,2025-07-25,P003,C0774,West,S007,8,128.52,0.1
SAL01100,2024-10-13,P001,C0624,North,S003,4,69.39,0.05
SAL01101,2024-08-29,P013,C0120,West,S006,9,105.74,0.0
SAL01102,2024-12-25,P007,C0711,East,S008,4,9.04,0.1
SAL01103,2024-08-05,P018,C0930,East,S002,10,121.24,0.0
SAL01104,2024-09-17,P005,C0052,North,S004,6,34.94,0.0
SAL01105,2024-12-16,P011,C0132,South,S006,4,47.74,0.1
SAL01106,2025-04-15,P018,C0120,South,S001,6,94.82,0.1
SAL01107,2025-07-14,P015,C0963,East,S005,10,6.78,0.05
SAL01108,2024-11-15,P005,C0967,North,S009,6,38.9,0.0
SAL01109,2025-07-01,P017,C0861,West,S004,3,82.06,0.0
SAL01110,2024-10-28,P019,C0089,West,S001,2,25.31,0.05
SAL01111,2024-08-08,P006,C0659,East,S006,3,97.13,0.05
SAL01112,2024-09-09,P007,C0377,South,S004,5,8.66,0.05
SAL01113,2024-11-27,P012,C0794,East,S002,10,123.95,0.0
SAL01114,2025-06-07,P016,C0654,East,S003,6,80.13,0.0
SAL01115,2024-10-21,P018,C0068,South,S007,8,116.09,0.05
SAL01116,2024-10-13,P016,C0018,North,S005,5,77.17,0.05
SAL01117,2025-06-30,P014,C0788,South,S008,7,80.79,0.0
SAL01118,2024-11-02,P001,C0076,North,S002,2,70.51,0.1
SAL01119,2025-03-07,P001,C0347,North,S001,10,75.34,0.0
SAL01120,2025-05-31,P019,C0477,West,S007,7,19.13,0.15
SAL01121,2025-06-11,P016,C0490,West,S006,4,82.5,0.05
SAL01122,2024-12-23,P009,C0313,North,S004,6,47.4,0.15
SAL01123,2025-03-23,P016,C0826,West,S009,2,70.64,0.15
SAL01124,2025-04-20,P001,C0035,North,S003,6,82.05,0.0
SAL01125,2024-12-08,P010,C0179,South,S003,7,95.38,0.0
SAL01126,2025-05-25,P020,C0043,South,S009,9,116.75,0.05
SAL01127,2025-04-23,P008,C0435,North,S002,6,105.44,0.0
SAL01128,2025-06-29,P018,C0431,South,S003,10,122.11,0.05
SAL01129,2025-07-01,P008,C0251,South,S009,5,89.73,0.0
SAL01130,2025-02-17,P016,C0153,West,S006,5,76.08,0.0
SAL01131,2024-10-19,P011,C0936,North,S003,2,48.83,0.0
SAL01132,2024-10-19,P001,C0802,West,S008,2,79.4,0.0
SAL01133,2024-09-09,P018,C0595,North,S009,3,113.25,0.0
SAL01134,2025-06-07,P014,C0304,West,S009,9,75.36,0.05
SAL01135,2025-03-13,P002,C0002,West,S004,9,96.51,0.15
SAL01136,2025-03-10,P011,C0575,South,S001,2,37.96,0.05
SAL01137,2025-03-18,P015,C0367,West,S003,2,7.83,0.0
SAL01138,2025-02-26,P007,C0221,North,S005,2,8.08,0.05
SAL01139,2025-05-25,P002,C0216,South,S005,10,91.62,0.0
SAL01140,2024-09-23,P001,C0473,West,S007,10,68.2,0.15
SAL01141,2024-11-16,P005,C0674,North,S004,6,29.0,0.1
SAL01142,2025-03-23,P007,C0713,South,S005,10,8.67,0.1
SAL01143,2025-06-14,P020,C0007,South,S008,10,129.25,0.1
SAL01144,2025-03-14,P006,C0090,West,S009,4,115.52,0.15
SAL01145,2025-01-16,P012,C0911,East,S010,5,118.2,0.0
SAL01146,2024-12-11,P006,C0329,South,S005,4,103.61,0.05
SAL01147,2024-12-15,P007,C0658,South,S008,3,8.17,0.0
SAL01148,2025-05-09,P006,C0397,West,S007,10,115.28,0.1
SAL01149,2025-04-01,P011,C0292,West,S007,3,40.77,0.05
SAL01150,2025-01-16,P008,C0674,South,S005,7,99.8,0.0
SAL01151,2025-06-21,P011,C0493,South,S005,3,39.48,0.0
SAL01152,2024-10-23,P017,C0148,North,S002,2,66.91,0.0
SAL01153,2024-12-13,P019,C0974,West,S001,1,21.35,0.05
SAL01154,2025-04-16,P016,C0089,West,S010,9,73.93,0.1
SAL01155,2025-05-07,P015,C0865,North,S008,4,7.64,0.1
SAL01156,2025-07-12,P005,C0618,South,S001,3,34.58,0.0
SAL01157,2025-06-09,P015,C0075,West,S004,6,7.91,0.05
SAL01158,2025-04-25,P001,C0207,East,S008,9,71.55,0.05
SAL01159,2024-12-03,P010,C0148,West,S009,7,87.11,0.0
SAL01160,2024-12-17,P015,C0248,South,S001,9,6.9,0.0
SAL01161,2025-05-19,P018,C0416,East,S006,6,107.36,0.1
SAL01162,2025-03-15,P013,C0947,East,S004,2,122.37,0.1
SAL01163,2025-05-31,P012,C0801,North,S009,5,137.01,0.0
SAL01164,2024-07-30,P004,C0666,North,S003,3,50.0,0.1
SAL01165,2025-05-03,P010,C0065,North,S002,8,101.05,0.1
SAL01166,2024-09-21,P014,C0376,South,S003,8,83.79,0.0
SAL01167,2025-04-28,P006,C0207,South,S010,6,98.58,0.1
SAL01168,2024-12-18,P016,C0323,South,S008,2,74.8,0.15
SAL01169,2025-04-01,P005,C0758,West,S008,1,39.3,0.05
SAL01170,2025-04-20,P004,C0392,North,S007,10,48.68,0.05
SAL01171,2025-01-21,P019,C0890,West,S001,8,25.81,0.0
SAL01172,2024-12-12,P020,C0146,North,S008,6,107.98,0.0
SAL01173,2025-01-23,P009,C0648,North,S001,5,46.1,0.0
SAL01174,2024-11-12,P002,C0082,East,S008,9,92.67,0.05
SAL01175,2024-08-29,P019,C0492,West,S005,9,23.14,0.0
SAL01176,2025-02-22,P003,C0993,East,S002,1,107.87,0.05
SAL01177,2024-09-03,P010,C0034,North,S009,9,97.46,0.05
SAL01178,2025-06-20,P004,C0778,North,S004,10,44.83,0.0
SAL01179,2025-03-25,P020,C0875,South,S009,1,138.94,0.15
SAL01180,2024-12-11,P007,C0965,East,S005,4,7.18,0.1
SAL01181,2025-05-10,P017,C0551,West,S002,9,77.59,0.0
SAL01182,2024-10-02,P001,C0045,North,S009,5,71.34,0.05
SAL01183,2025-02-18,P012,C0379,East,S002,6,114.98,0.05
SAL01184,2025-05-03,P017,C0541,East,S004,10,83.12,0.05
SAL01185,2025-03-17,P008,C0719,West,S006,7,94.95,0.05
SAL01186,2025-04-01,P017,C0778,East,S008,7,65.3,0.1
SAL01187,2025-05-12,P009,C0828,South,S004,1,45.22,0.15
SAL01188,2024-08-15,P014,C0642,East,S001,8,76.66,0.0
SAL01189,2025-05-15,P006,C0255,South,S003,3,118.35,0.0
SAL01190,2024-12-11,P006,C0819,East,S002,8,110.69,0.0
SAL01191,2025-01-03,P006,C0893,West,S010,5,111.3,0.1
SAL01192,2024-12-08,P004,C0570,East,S004,9,41.65,0.1
SAL01193,2024-09-15,P012,C0331,West,S004,4,130.4,0.0
SAL01194,2025-04-29,P019,C0189,North,S004,10,23.15,0.0
SAL01195,2024-10-28,P008,C0458,East,S006,4,97.78,0.1
SAL01196,2025-04-25,P011,C0087,West,S002,8,39.93,0.1
SAL01197,2024-08-02,P010,C0936,East,S003,8,88.86,0.0
SAL01198,2025-03-10,P020,C0091,North,S007,2,127.4,0.05
SAL01199,2025-02-16,P017,C0195,East,S002,8,76.7,0.15
SAL01200,2025-01-27,P016,C0409,West,S002,4,83.95,0.0
SAL01201,2025-05-22,P017,C0971,South,S010,2,81.45,0.0
SAL01202,2025-03-28,P007,C0258,West,S005,6,7.44,0.0
SAL01203,2024-09-14,P003,C0565,East,S004,1,101.84,0.0
SAL01204,2025-04-29,P018,C0042,North,S003,6,113.1,0.15
SAL01205,2025-03-19,P018,C0599,West,S004,6,98.49,0.0
SAL01206,2025-01-09,P002,C0853,East,S006,2,111.25,0.0
SAL01207,2024-10-26,P006,C0981,West,S004,5,96.81,0.1
SAL01208,2025-02-10,P006,C0115,West,S009,8,113.09,0.05
SAL01209,2025-03-01,P008,C0633,East,S008,8,95.3,0.05
SAL01210,2024-11-07,P003,C0593,East,S007,4,99.3,0.05
SAL01211,2024-09-22,P001,C0231,West,S008,10,71.55,0.1
SAL01212,2024-08-12,P009,C0251,South,S005,7,50.64,0.15
SAL01213,2025-04-11,P018,C0920,West,S001,10,105.86,0.1
SAL01214,2025-07-20,P018,C0429,West,S002,2,121.89,0.1
SAL01215,2025-03-21,P003,C0469,West,S001,6,122.66,0.1
SAL01216,2025-06-29,P015,C0525,East,S005,8,8.0,0.05
SAL01217,2025-02-19,P003,C0033,West,S010,2,115.67,0.0
SAL01218,2025-01-25,P002,C0180,West,S010,10,94.16,0.0
SAL01219,2025-01-25,P011,C0634,West,S002,2,45.42,0.05
SAL01220,2024-08-13,P009,C0341,South,S003,10,50.66,0.1
SAL01221,2025-03-01,P018,C0485,West,S008,4,115.21,0.05
SAL01222,2025-03-29,P008,C0592,East,S003,2,111.49,0.1
SAL01223,2024-12-27,P004,C0013,West,S003,2,43.61,0.1
SAL01224,2024-09-19,P007,C0355,South,S004,6,9.21,0.15
SAL01225,2025-02-18,P005,C0061,West,S002,6,36.85,0.1
SAL01226,2025-07-17,P013,C0788,East,S009,4,99.8,0.1
SAL01227,2025-01-06,P019,C0053,South,S006,3,22.9,0.15
SAL01228,2024-09-09,P006,C0228,North,S010,7,108.45,0.0
SAL01229,2024-08-14,P015,C0970,West,S009,6,6.3,0.1
SAL01230,2024-07-29,P002,C0648,East,S010,6,109.76,0.1
SAL01231,2025-06-27,P017,C0663,South,S001,10,80.48,0.0
SAL01232,2025-07-03,P005,C0995,South,S001,8,37.07,0.05
SAL01233,2024-08-23,P008,C0057,South,S009,4,86.5,0.0
SAL01234,2025-04-16,P014,C0043,South,S009,8,66.53,0.1
SAL01235,2024-10-11,P016,C0255,South,S010,9,78.32,0.05
SAL01236,2025-05-08,P015,C0281,South,S009,2,6.98,0.05
SAL01237,2024-09-14,P003,C0146,South,S002,3,95.15,0.15
SAL01238,2025-03-03,P004,C0302,South,S002,1,43.1,0.0
SAL01239,2025-02-05,P005,C0048,West,S010,6,28.94,0.0
SAL01240,2025-04-19,P017,C0821,West,S010,10,74.22,0.0
SAL01241,2024-11-30,P004,C0315,South,S001,2,40.92,0.0
SAL01242,2024-11-09,P002,C0485,South,S008,2,97.49,0.0
SAL01243,2025-01-16,P003,C0865,South,S004,5,116.19,0.0
SAL01244,2025-05-05,P012,C0417,West,S004,2,103.5,0.0
SAL01245,2025-04-07,P005,C0161,East,S005,6,34.21,0.0
SAL01246,2024-09-19,P012,C0113,East,S005,7,113.79,0.05
SAL01247,2025-04-11,P015,C0877,South,S005,3,8.16,0.05
SAL01248,2025-05-21,P005,C0230,West,S010,9,37.33,0.0
SAL01249,2025-06-06,P019,C0577,West,S006,5,25.11,0.1
SAL01250,2024-11-15,P011,C0047,East,S010,3,49.4,0.1
SAL01251,2025-07-02,P020,C0621,East,S005,1,116.0,0.0
SAL01252,2024-11-30,P008,C0207,South,S005,10,103.25,0.0
SAL01253,2025-07-16,P003,C0804,South,S004,7,102.63,0.0
SAL01254,2025-04-19,P011,C0819,South,S010,4,47.07,0.05
SAL01255,2025-05-28,P008,C0903,North,S004,8,103.36,0.1
SAL01256,2025-04-19,P017,C0236,East,S002,5,64.94,0.1
SAL01257,2024-12-03,P001,C0906,North,S003,7,77.78,0.0
SAL01258,2024-10-15,P001,C0906,East,S002,2,84.38,0.0
SAL01259,2024-11-08,P009,C0495,East,S005,4,46.88,0.0
SAL01260,2025-06-13,P010,C0689,East,S010,3,87.74,0.1
SAL01261,2025-07-07,P018,C0339,East,S008,10,106.75,0.05
SAL01262,2024-12-07,P003,C0303,North,S004,7,108.75,0.05
SAL01263,2024-08-29,P014,C0501,South,S005,2,70.95,0.05
SAL01264,2024-08-08,P001,C0765,East,S008,10,71.12,0.15
SAL01265,2024-12-26,P012,C0523,East,S009,3,112.33,0.0
SAL01266,2025-02-07,P004,C0820,North,S002,9,49.96,0.0
SAL01267,2025-02-20,P012,C0265,West,S001,3,114.86,0.05
SAL01268,2025-01-25,P012,C0248,East,S006,3,134.92,0.1
SAL01269,2025-01-19,P016,C0805,West,S008,4,74.57,0.15
SAL01270,2025-03-03,P013,C0822,South,S003,5,99.89,0.1
SAL01271,2024-10-10,P013,C0260,South,S009,7,121.11,0.1
SAL01272,2025-07-19,P007,C0337,South,S010,4,7.64,0.0
SAL01273,2025-03-12,P008,C0906,West,S010,2,97.78,0.0
SAL01274,2024-08-22,P008,C0246,North,S004,9,112.9,0.0
SAL01275,2025-01-26,P006,C0698,West,S002,4,107.62,0.05
SAL01276,2024-09-10,P005,C0398,West,S004,5,37.13,0.1
SAL01277,2025-04-07,P010,C0298,East,S007,3,86.48,0.0
SAL01278,2024-11-03,P005,C0851,North,S002,2,30.71,0.05
SAL01279,2025-01-21,P016,C0291,East,S005,9,63.59,0.05
SAL01280,2025-06-05,P013,C0772,South,S008,8,117.25,0.1
SAL01281,2025-03-15,P016,C0134,East,S005,1,71.39,0.05
SAL01282,2024-10-29,P009,C0701,West,S005,4,54.32,0.0
SAL01283,2025-05-24,P019,C0113,South,S008,8,20.58,0.1
SAL01284,2025-03-18,P014,C0287,West,S006,3,69.75,0.0
SAL01285,2025-05-22,P007,C0153,North,S005,7,8.66,0.05
SAL01286,2025-01-05,P011,C0230,South,S003,1,37.02,0.05
SAL01287,2025-02-25,P017,C0809,East,S010,5,67.86,0.0
SAL01288,2024-12-13,P016,C0884,West,S008,1,75.94,0.15
SAL01289,2025-06-08,P020,C0132,East,S001,3,106.0,0.0
SAL01290,2024-12-28,P002,C0008,South,S006,2,94.7,0.1
SAL01291,2025-03-03,P018,C0479,West,S009,2,109.08,0.1
SAL01292,2025-04-06,P016,C0860,North,S004,4,65.05,0.05
SAL01293,2025-02-23,P019,C0553,East,S004,5,23.87,0.0
SAL01294,2024-11-09,P001,C0093,North,S006,6,81.44,0.0
SAL01295,2024-08-10,P020,C0186,East,S009,9,116.72,0.1
SAL01296,2024-09-10,P003,C0053,East,S009,2,113.49,0.1
SAL01297,2024-11-29,P012,C0708,South,S006,8,112.99,0.15
SAL01298,2024-09-11,P005,C0872,South,S003,8,37.68,0.0
SAL01299,2025-02-10,P019,C0040,North,S003,9,19.23,0.0
SAL01300,2025-04-13,P016,C0187,East,S009,8,70.6,0.0
SAL01301,2024-09-30,P013,C0827,North,S007,2,100.69,0.0
SAL01302,2024-08-16,P003,C0641,West,S009,10,113.45,0.1
SAL01303,2024-08-23,P017,C0676,North,S001,7,77.25,0.0
SAL01304,2024-10-24,P006,C0438,North,S009,4,96.05,0.1
SAL01305,2024-10-22,P018,C0176,East,S009,3,95.96,0.0
SAL01306,2025-02-20,P006,C0858,East,S008,1,121.57,0.0
SAL01307,2025-04-20,P013,C0970,East,S002,9,105.02,0.0
SAL01308,2025-02-21,P019,C0781,South,S006,3,19.9,0.0
SAL01309,2025-05-10,P002,C0574,South,S001,10,92.12,0.0
SAL01310,2025-06-01,P019,C0247,West,S006,7,25.37,0.0
SAL01311,2025-02-20,P005,C0940,East,S001,2,35.78,0.05
SAL01312,2025-01-23,P005,C0229,East,S008,6,29.83,0.0
SAL01313,2025-01-29,P006,C0062,West,S007,9,95.78,0.0
SAL01314,2025-02-07,P002,C0313,North,S009,9,91.49,0.0
SAL01315,2024-09-01,P017,C0342,North,S007,9,77.94,0.0
SAL01316,2024-12-09,P007,C0382,South,S007,5,8.46,0.05
SAL01317,2024-09-01,P012,C0452,East,S006,8,115.9,0.0
SAL01318,2024-11-30,P015,C0700,West,S002,3,7.4,0.1
SAL01319,2024-10-10,P009,C0461,West,S006,2,52.99,0.05
SAL01320,2025-01-15,P011,C0086,South,S005,5,39.52,0.0
SAL01321,2024-08-28,P007,C0415,South,S005,10,7.74,0.15
SAL01322,2024-08-28,P008,C0413,South,S003,4,92.74,0.1
SAL01323,2024-09-09,P006,C0817,South,S008,4,91.59,0.0
SAL01324,2025-03-28,P004,C0823,North,S004,4,43.95,0.0
SAL01325,2025-07-07,P009,C0407,North,S008,6,46.65,0.0
SAL01326,2025-01-27,P002,C0925,West,S003,1,111.13,0.0
SAL01327,2025-04-10,P005,C0342,West,S002,4,34.39,0.0
SAL01328,2024-09-19,P003,C0248,North,S010,4,111.56,0.1
SAL01329,2025-06-30,P003,C0168,West,S003,1,101.35,0.05
SAL01330,2025-01-23,P001,C0319,North,S009,5,81.92,0.05
SAL01331,2024-11-16,P019,C0243,North,S004,6,24.3,0.15
SAL01332,2025-05-12,P016,C0405,West,S007,1,80.42,0.0
SAL01333,2024-08-28,P015,C0578,North,S010,7,7.29,0.0
SAL01334,2025-06-02,P019,C0049,West,S007,3,20.48,0.0
SAL01335,2025-01-16,P002,C0070,East,S002,2,84.03,0.0
SAL01336,2024-09-14,P007,C0297,West,S008,5,8.67,0.1
SAL01337,2025-06-28,P003,C0415,East,S004,5,124.72,0.0
SAL01338,2025-03-16,P012,C0828,West,S005,3,106.3,0.15
SAL01339,2025-02-07,P010,C0441,East,S003,10,81.26,0.0
SAL01340,2024-11-03,P005,C0562,North,S005,8,33.09,0.15
SAL01341,2025-02-08,P015,C0122,West,S006,9,7.28,0.0
SAL01342,2024-09-13,P009,C0164,West,S004,8,52.07,0.15
SAL01343,2025-04-18,P019,C0707,South,S001,10,19.17,0.05
SAL01344,2025-03-11,P001,C0335,West,S008,1,86.28,0.0
SAL01345,2024-10-06,P001,C0109,West,S001,1,77.55,0.1
SAL01346,2025-06-08,P002,C0479,West,S006,7,84.13,0.15
SAL01347,2025-05-08,P010,C0960,South,S002,9,87.26,0.0
SAL01348,2024-08-22,P020,C0885,East,S008,4,110.97,0.0
SAL01349,2024-08-10,P007,C0639,South,S009,8,8.06,0.0
SAL01350,2025-03-24,P013,C0239,West,S009,10,114.47,0.05
SAL01351,2024-08-08,P019,C0576,South,S004,8,20.75,0.0
SAL01352,2024-11-22,P009,C0274,South,S008,5,45.66,0.0
SAL01353,2024-11-10,P002,C0411,South,S007,7,103.45,0.0
SAL01354,2025-05-03,P009,C0114,South,S005,7,45.43,0.05
SAL01355,2025-01-27,P002,C0099,North,S007,10,111.45,0.05
SAL01356,2024-10-24,P014,C0865,West,S008,2,65.13,0.1
SAL01357,2025-01-17,P007,C0050,North,S003,5,7.01,0.05
SAL01358,2025-02-11,P019,C0491,South,S003,7,21.56,0.0
SAL01359,2025-03-23,P008,C0095,West,S003,3,89.3,0.0
SAL01360,2024-10-11,P004,C0387,North,S010,6,48.27,0.05
SAL01361,2025-06-11,P014,C0736,West,S001,9,69.07,0.0
SAL01362,2024-12-13,P015,C0623,East,S005,6,8.23,0.05
SAL01363,2025-05-06,P004,C0721,South,S009,8,48.29,0.15
SAL01364,2024-12-19,P013,C0158,South,S005,3,103.61,0.0
SAL01365,2024-10-16,P015,C0067,North,S008,6,6.59,0.0
SAL01366,2025-01-06,P008,C0864,West,S008,10,93.98,0.0
SAL01367,2025-06-14,P009,C0467,West,S007,8,54.95,0.0
SAL01368,2025-02-10,P016,C0618,South,S008,8,69.5,0.1
SAL01369,2025-03-15,P020,C0774,West,S007,3,137.64,0.0
SAL01370,2024-09-16,P006,C0574,West,S005,3,93.96,0.1
SAL01371,2024-08-22,P001,C0682,North,S006,9,85.08,0.0
SAL01372,2025-03-09,P010,C0824,East,S004,10,103.75,0.05
SAL01373,2025-06-29,P014,C0278,South,S002,4,79.62,0.0
SAL01374,2024-10-23,P017,C0149,East,S010,6,65.82,0.0
SAL01375,2025-03-29,P006,C0769,South,S008,10,117.96,0.0
SAL01376,2025-01-06,P012,C0381,East,S007,2,133.76,0.15
SAL01377,2024-11-20,P020,C0257,North,S006,8,130.02,0.15
SAL01378,2024-10-13,P014,C0536,North,S003,2,62.51,0.05
SAL01379,2024-11-15,P019,C0035,North,S005,4,19.31,0.0
SAL01380,2024-09-20,P012,C0571,South,S001,10,129.78,0.05
SAL01381,2024-09-24,P016,C0461,West,S005,7,72.2,0.0
SAL01382,2024-11-08,P009,C0296,North,S007,2,50.92,0.05
SAL01383,2024-12-10,P018,C0273,South,S006,9,95.32,0.15
SAL01384,2024-09-04,P017,C0943,South,S007,1,85.34,0.1
SAL01385,2024-09-18,P017,C0292,North,S008,6,68.55,0.0
SAL01386,2024-12-14,P020,C0058,East,S010,6,120.52,0.1
SAL01387,2025-04-15,P007,C0965,East,S004,9,7.42,0.05
SAL01388,2025-06-24,P005,C0286,West,S005,3,34.97,0.0
SAL01389,2025-07-07,P013,C0082,West,S008,10,93.55,0.0
SAL01390,2025-06-03,P019,C0814,West,S007,2,19.38,0.1
SAL01391,2025-04-19,P007,C0722,South,S007,8,8.92,0.05
SAL01392,2025-06-21,P003,C0916,North,S007,2,116.27,0.0
SAL01393,2025-02-23,P019,C0218,East,S001,4,25.09,0.05
SAL01394,2025-01-04,P019,C0181,South,S007,5,20.23,0.1
SAL01395,2024-09-06,P011,C0889,North,S006,9,38.57,0.1
SAL01396,2025-05-28,P020,C0168,East,S002,2,137.52,0.1
SAL01397,2025-05-19,P018,C0706,West,S008,8,93.85,0.15
SAL01398,2024-10-13,P013,C0643,South,S004,1,122.97,0.0
SAL01399,2025-07-18,P019,C0203,East,S006,6,22.44,0.0
SAL01400,2024-12-13,P015,C0407,East,S003,9,7.35,0.0
SAL01401,2024-12-18,P002,C0630,West,S001,7,86.95,0.0
SAL01402,2024-10-05,P006,C0036,South,S003,3,97.3,0.1
SAL01403,2024-10-05,P011,C0409,South,S010,3,39.06,0.0
SAL01404,2024-12-26,P002,C0629,North,S003,10,97.38,0.1
SAL01405,2025-07-04,P018,C0869,South,S006,1,100.14,0.0
SAL01406,2024-11-01,P014,C0218,West,S005,5,73.34,0.0
SAL01407,2025-03-22,P019,C0250,East,S004,1,24.43,0.0
SAL01408,2025-05-05,P001,C0691,South,S009,3,81.02,0.0
SAL01409,2024-09-20,P017,C0507,West,S001,6,81.55,0.05
SAL01410,2024-08-10,P020,C0478,East,S007,6,124.96,0.0
SAL01411,2025-06-24,P018,C0921,East,S009,3,115.53,0.1
SAL01412,2024-12-12,P011,C0927,East,S008,7,48.21,0.1
SAL01413,2025-05-06,P020,C0981,North,S003,2,114.01,0.1
SAL01414,2025-04-13,P002,C0605,East,S005,7,95.93,0.0
SAL01415,2024-08-03,P007,C0610,South,S010,3,7.55,0.0
SAL01416,2024-11-03,P001,C0210,South,S009,10,82.81,0.1
SAL01417,2025-01-23,P014,C0498,South,S009,6,68.56,0.05
SAL01418,2024-11-26,P012,C0414,North,S004,6,119.7,0.05
SAL01419,2025-06-08,P012,C0472,East,S010,10,131.74,0.0
SAL01420,2025-03-14,P007,C0462,East,S002,1,8.97,0.0
SAL01421,2025-05-19,P019,C0854,North,S001,3,25.49,0.0
SAL01422,2025-07-02,P011,C0582,North,S003,9,39.64,0.0
SAL01423,2024-09-29,P013,C0930,South,S006,3,106.82,0.05
SAL01424,2025-04-30,P012,C0269,North,S009,9,106.75,0.0
SAL01425,2025-07-20,P001,C0943,North,S004,1,79.2,0.0
SAL01426,2025-03-20,P020,C0801,South,S008,8,134.75,0.05
SAL01427,2024-10-15,P019,C0728,South,S004,6,19.96,0.1
SAL01428,2025-06-23,P006,C0235,West,S010,7,119.41,0.0
SAL01429,2025-04-10,P016,C0094,West,S002,10,81.1,0.05
SAL01430,2025-05-28,P018,C0064,West,S010,9,99.72,0.0
SAL01431,2024-08-20,P014,C0341,East,S003,4,77.23,0.0
SAL01432,2025-04-23,P019,C0668,East,S008,5,22.67,0.05
SAL01433,2024-08-17,P014,C0324,South,S008,1,73.52,0.05
SAL01434,2024-10-05,P002,C0868,West,S009,8,107.22,0.0
SAL01435,2024-08-03,P019,C0412,West,S001,10,20.52,0.0
SAL01436,2025-02-03,P020,C0966,South,S009,5,106.49,0.0
SAL01437,2025-03-13,P019,C0403,West,S003,1,24.21,0.0
SAL01438,2025-06-17,P011,C0235,East,S003,5,44.22,0.0
SAL01439,2024-12-10,P003,C0918,South,S001,4,111.94,0.1
SAL01440,2024-12-24,P014,C0733,North,S002,1,71.05,0.05
SAL01441,2025-01-29,P017,C0476,North,S006,3,70.87,0.05
SAL01442,2024-08-19,P014,C0141,East,S010,10,76.93,0.0
SAL01443,2025-06-28,P001,C0995,West,S004,5,73.17,0.1
SAL01444,2024-08-28,P001,C0986,South,S003,8,86.28,0.0
SAL01445,2024-09-03,P017,C0530,East,S007,5,80.69,0.0
SAL01446,2025-04-23,P009,C0237,East,S002,4,42.09,0.1
SAL01447,2025-05-31,P004,C0858,South,S007,9,41.5,0.05
SAL01448,2025-05-02,P020,C0823,West,S009,7,116.89,0.05
SAL01449,2025-06-25,P014,C0255,East,S009,7,67.41,0.0
SAL01450,2024-10-24,P019,C0257,East,S006,2,21.57,0.1
SAL01451,2024-08-31,P004,C0984,North,S007,4,39.77,0.05
SAL01452,2024-10-25,P019,C0355,West,S009,1,20.41,0.1
SAL01453,2024-12-30,P001,C0910,South,S006,3,66.58,0.0
SAL01454,2025-06-13,P009,C0912,East,S002,3,41.57,0.05
SAL01455,2024-10-15,P012,C0828,North,S006,7,106.29,0.0
SAL01456,2025-05-29,P009,C0593,East,S001,10,54.54,0.0
SAL01457,2025-06-24,P019,C0067,North,S010,6,22.64,0.1
SAL01458,2024-10-06,P008,C0046,West,S002,9,109.25,0.0
SAL01459,2025-05-08,P015,C0915,West,S009,2,6.48,0.15
SAL01460,2025-01-20,P012,C0635,North,S005,7,104.88,0.0
SAL01461,2025-06-30,P005,C0787,South,S003,1,35.04,0.1
SAL01462,2024-10-06,P001,C0429,West,S004,5,79.12,0.1
SAL01463,2024-07-28,P004,C0485,West,S003,5,38.59,0.1
SAL01464,2024-10-21,P006,C0976,North,S004,3,99.87,0.0
SAL01465,2025-04-02,P008,C0093,South,S009,8,104.74,0.0
SAL01466,2025-06-20,P007,C0605,East,S002,2,7.26,0.15
SAL01467,2024-10-03,P012,C0128,North,S003,1,115.03,0.15
SAL01468,2024-07-29,P006,C0036,South,S008,8,105.66,0.15
SAL01469,2025-07-05,P014,C0081,North,S006,3,64.1,0.0
SAL01470,2024-12-20,P002,C0962,South,S010,1,104.31,0.0
SAL01471,2024-09-26,P013,C0652,East,S001,1,107.84,0.05
SAL01472,2024-08-14,P012,C0232,South,S006,10,107.05,0.0
SAL01473,2025-02-26,P019,C0045,West,S006,1,25.19,0.15
SAL01474,2024-12-09,P008,C0143,South,S002,6,101.9,0.05
SAL01475,2025-01-08,P011,C0138,South,S002,6,45.06,0.05
SAL01476,2024-08-21,P009,C0208,East,S004,1,46.82,0.1
SAL01477,2024-12-12,P015,C0058,West,S002,10,7.38,0.0
SAL01478,2025-01-05,P010,C0793,East,S008,7,100.78,0.0
SAL01479,2025-07-06,P013,C0101,West,S006,2,105.28,0.0
SAL01480,2025-04-10,P002,C0897,North,S001,2,106.83,0.0
SAL01481,2024-07-30,P020,C0945,East,S007,5,106.46,0.0
SAL01482,2024-12-31,P009,C0345,West,S002,5,54.99,0.05
SAL01483,2024-12-30,P014,C0878,South,S010,1,81.54,0.0
SAL01484,2025-06-06,P001,C0421,North,S006,5,79.47,0.15
SAL01485,2024-12-08,P014,C0504,North,S003,3,70.57,0.0
SAL01486,2024-11-27,P011,C0595,East,S010,1,41.78,0.0
SAL01487,2025-06-10,P005,C0237,East,S004,5,32.31,0.1
SAL01488,2024-12-02,P002,C0720,North,S007,6,87.1,0.0
SAL01489,2025-04-30,P011,C0314,South,S009,3,39.37,0.1
SAL01490,2025-06-22,P014,C0059,South,S003,3,83.56,0.15
SAL01491,2025-07-13,P019,C0741,South,S007,8,23.59,0.05
SAL01492,2025-01-05,P004,C0754,North,S010,2,50.81,0.05
SAL01493,2024-12-16,P002,C0203,West,S005,1,106.91,0.0
SAL01494,2024-12-11,P009,C0563,West,S002,10,46.54,0.0
SAL01495,2025-01-08,P001,C0777,North,S002,3,81.5,0.15
SAL01496,2025-04-20,P014,C0814,South,S004,5,82.81,0.1
